day,meal_type,name,serving_size,calories,total_fat
Thursday,Lunch,Marinated Tofu,4z Portion,110, 5
Thursday,Lunch,Nutritional Yeast,Gram,null,null
Thursday,Lunch,Organic Black Chia Seed,Ounce,140, 9
Thursday,Lunch,Roasted & Salted Sunflower Seeds,1 Tablespoon,90, 7
Thursday,Lunch,Salt & Peppercorn Roasted Cauliflower,Ounce,0, 0
Thursday,Lunch,Shredded Kale,Ounce,15, 0
Thursday,Lunch,Sliced Almonds,Tablespoon,90, 8
Thursday,Lunch,Walnuts Halves & Pieces,Tablespoon,50, 5
Thursday,Lunch,"10"" Flour Tortilla",Tortilla,170, 4.5
Thursday,Lunch,Chicken Taco Meat,2z Portion,140, 2
Thursday,Lunch,Chipotle Ranch Dressing,Fluid Oz,150, 16
Thursday,Lunch,Flame-Roasted Corn & Peppers,4z Portion,160, 5
Thursday,Lunch,Grilled Steak Strips,2z Portion,120, 6
Thursday,Lunch,House-made Guacamole,3z Portion,100, 9
Thursday,Lunch,Mexican Rice,Ounce,80, 0
Thursday,Lunch,Pico de Gallo,2z Portion,10, 0
Thursday,Lunch,Queso Rico Chihuahua Cheese,Ounce,100, 8
Thursday,Lunch,Sliced Jalapeno Peppers,Tablespoon,0, 0
Thursday,Lunch,Sour Cream 5lb,2 Tbsp,60, 5
Thursday,Lunch,Vegan Refried Beans,1.6z Portion,150, 1.5
Thursday,Lunch,Black Beans,Ounce,25, 0
Thursday,Lunch,Carrots,Tablespoon,0, 0
Thursday,Lunch,Chopped Eggs,.5z Portion,25, 1.5
Thursday,Lunch,Classic Edamame,Tablespoon,15, 0.5
Thursday,Lunch,Crispy Fried French Onion,Ounce,160, 12
Thursday,Lunch,Cucumber Slices,Slices,0, 0
Thursday,Lunch,Diced Tomatoes,Ounce,0, 0
Thursday,Lunch,Feta Cheese Crumbles,Ounce,5, 0.5
Thursday,Lunch,Iceberg Salad Mix,1 cup portion,5, 0
Thursday,Lunch,Large Seasoned Crouton,Ounce,120, 4
Thursday,Lunch,Locally Grown Salad Greens,Ounce,0, 0
Thursday,Lunch,Low Sodium Garbanzo Beans,Ounce,30, 0
Thursday,Lunch,Mini Marshmallows,Ounce,90, 0
Thursday,Lunch,Shredded Mild Cheddar Cheese,Ounce,110, 9
Thursday,Lunch,Sliced Mushrooms,Tablespoon,0, 0
Thursday,Lunch,Sliced Red Onion,Ounce,10, 0
Thursday,Lunch,Spiced Pumpkin Seeds,Tablespoon,45, 3
Thursday,Lunch,Spinach,Ounce,5, 0
Thursday,Lunch,Tri Color Peppers,Portion,25, 1.5
Thursday,Lunch,Tuna,1/4 Cup,35, 0
Thursday,Lunch,Balsamic Vinaigrette Dressing in Bottle,Ounce,60, 4.5
Thursday,Lunch,Buttermilk Ranch Dressing,Ounce,130, 14
Thursday,Lunch,Country French Dressing,Ounce,120, 11
Thursday,Lunch,Creamy Caesar Dressing,Fluid Oz,140, 15
Thursday,Lunch,Fat Free Raspberry Vinaigrette Dressing,Fluid Oz,35, 0
Thursday,Lunch,Lite Ranch Dressing,Ounce,70, 7
Thursday,Lunch,Plant Based Ranch Dressing,2z Portion,210, 22
Thursday,Lunch,Avocado Ranch Dressing,1z Portion,80, 8
Thursday,Lunch,Creamy Tomato Soup,6 Flz,90, 1.5
Thursday,Lunch,"100% Whole Wheat Bread 1/2"" Slice",Slice,70, 0.5
Thursday,Lunch,Avocado Pulp Fresh,Ounce,70, 6
Thursday,Lunch,Cream Cheese,Ounce,90, 9
Thursday,Lunch,Everything Bagel,"Bagel
Bagel",340, 4.5
Thursday,Lunch,Jif Peanut Butter PC,0.75z,120, 10
Thursday,Lunch,Nutella Chocolate Hazelnut Spread,Ounce,150, 9
Thursday,Lunch,Plain Bagel,Bagel,320, 1
Thursday,Lunch,Sliced Tomatoes,Ounce,0, 0
Thursday,Lunch,Unsalted European-Style Butter Prints,Ounce,220, 24
Thursday,Lunch,"White Pullman Bread 0.5"" Slice",Slices,60, 0.5
Thursday,Lunch,Whole Wheat Bagel,Bagel,320, 1.5
Thursday,Lunch,Baby Carrots,3 Carrots,10, 0
Thursday,Lunch,Celery Sticks,Ounce,0, 0
Thursday,Lunch,Classic Quinoa & Lentil Salad,3z Portion,200, 9
Thursday,Lunch,Daiya Vegan Shredded Mozzarella Cheese,Ounce,80, 5
Thursday,Lunch,Fresh Avocado,Ounce,45, 4.5
Thursday,Lunch,Hummus with Tahini,1z Portion,70, 5
Thursday,Lunch,Kalamata Olive Hummus,1z Portion,70, 6
Thursday,Lunch,Raw Mediterranean Pita Chips,1 oz portion,70, 0.5
Thursday,Lunch,Roasted Garlic Hummus,1z Portion,70, 5
Thursday,Lunch,Roasted Red Pepper Hummus,1z Portion,60, 4
Thursday,Lunch,Blueberry Yogurt,Ounce,20, 0
Thursday,Lunch,Nature Valley Toasted Granola Oat,Ounce,130, 4.5
Thursday,Lunch,Plain Greek Yogurt,Ounce,15, 0
Thursday,Lunch,Small Curd Cottage Cheese,1/2 Cup,100, 5
Thursday,Lunch,Strawberry Yogurt,Ounce,20, 0
Thursday,Lunch,Vanilla Yogurt,Ounce,20, 0
Thursday,Dinner,2% Chocolate Milk BIB,1 Cup,170, 5
Thursday,Dinner,2% Milk BIB,8 flz,120, 5
Thursday,Dinner,Apple Juice 6:1 Concentrate,1/2 hall glass,10, 0
Thursday,Dinner,Cherry Coke,1 dining hall glass,null,null
Thursday,Dinner,Coke Classic,1 dining hall glass,null,null
Thursday,Dinner,Coke Zero,8flz,null,null
Thursday,Dinner,Cranberry Juice 4.7:1 Concentrate,1/2 hall glass,70, 0
Thursday,Dinner,Diet Coke,1 dining hall glass,null,null
Thursday,Dinner,Diet Sprite,Fluid Oz,0, 0
Thursday,Dinner,Milk Soy Vanilla Aseptic Silk,8z,null,null
Thursday,Dinner,Orange Juice 5:1 Concentrate,1/2 hall glass,15, 0
Thursday,Dinner,Original Style Lemonade,1 dining hall glass,null,null
Thursday,Dinner,Original Unsweetened Almond Milk,6z Portion,60, 2
Thursday,Dinner,Pibb Xtra,1 dining hall glass,null,null
Thursday,Dinner,Powerade Mountain Blast,1 dining hall glass,null,null
Thursday,Dinner,Root Beer,1 dining hall glass,null,null
Thursday,Dinner,Skim Milk BIB,8 flz,80, 0
Thursday,Dinner,Sprite,1 dining hall glass,null,null
Thursday,Dinner,Unsweetened Vanilla Almond Milk,6z Portion,20, 1.5
Thursday,Dinner,Brewed coffee,6z Portion,0,null
Thursday,Dinner,Coffeemate Original,Fluid Oz,30, 3
Thursday,Dinner,Creamer French Vanilla Coffeemate 1.5L,Fluid Oz,60, 3.5
Thursday,Dinner,ecoStick Organic White Sugar Stick,"Stick
Stick",10, 0
Thursday,Dinner,ecoStick Sugar Substitute Blue Pc,Stick,0, 0
Thursday,Dinner,ecoStick Sugar Substitute Pink Pc,Stick,0, 0
Thursday,Dinner,ecoStick Sugar Substitute Yellow Pc,Stick,0, 0
Thursday,Dinner,Extra Lite Amber Honey,Ounce,80, 0
Thursday,Dinner,Green Tea Bag,Tea Bag,0, 0
Thursday,Dinner,Hazelnut Coffee Creamer,Fluid Oz,10, 0
Thursday,Dinner,Lipton Black Tea Bag,Tea Bag,0, 0
Thursday,Dinner,Lipton Tea Decaf,Tea Bag,null,null
Thursday,Dinner,Chicken Tempura Sweet 'n Sour,4z portion,570,null
Thursday,Dinner,Fortune Cookie,Cookie,10, 0
Thursday,Dinner,Soy Sauce,Ounce,20, 0
Thursday,Dinner,Sriracha Sauce,Teaspoon,0, 0
Thursday,Dinner,Steamed BBQ Pork Buns,2z,null,null
Thursday,Dinner,Steamed Brown Rice,4z Portion,140, 1
Thursday,Dinner,Steamed Long Grain Rice,4z Portion,530, 0
Thursday,Dinner,Steamed Plant Based Pot Sticker,Pot Sticker,0,null
Thursday,Dinner,Sweet & Sour Sauce,Fluid Oz,30, 0
Thursday,Dinner,Captain Crunch Wildberries,Cup,180, 2.5
Thursday,Dinner,Cheerios,Cup,110, 2
Thursday,Dinner,Cinnamon Toast Crunch,Cup,210, 5
Thursday,Dinner,Frosted Flakes,Cup,320, 0
Thursday,Dinner,Rice Chex Cereal,Cup,180, 1
Thursday,Dinner,Special K with Red Berries,Cup,360, 1
Thursday,Dinner,French Rolls,"6"" Portion",null,null
Thursday,Dinner,"Honey Wheat Tortilla 12""",Tortilla,300, 8
Thursday,Dinner,Kettle Chips,Ounce,160, 9
Thursday,Dinner,"Multigrain Bread 5/8"" Slice",Slice,null,null
Thursday,Dinner,Sourdough Bread Slice,Slices,100, 1
Thursday,Dinner,"Spinach Tortilla 12""",Tortilla,300, 8
Thursday,Dinner,"Sundried Tomato Basil Tortilla 12""",Tortillas,310, 8
Thursday,Dinner,Telera Roll,3.5z,300, 4
Thursday,Dinner,Caramel Topping,Ounce,80, 0
Thursday,Dinner,Chocolate Soft Serve Ice Cream Mix,Cup,340, 12
Thursday,Dinner,Cone Cake Jacketed,Cone,null,null
Thursday,Dinner,Dole Whip Pineapple,1 Serving,110, 0.5
Thursday,Dinner,Dole Whip Strawberry,1 Serving,110, 0
Thursday,Dinner,Dutch Chocolate Syrup,Ounce,70, 0
Thursday,Dinner,Mini Semi-Sweet Choc Chips,Ounce,130, 8
Thursday,Dinner,Oreo Cookie Topping,Ounce,140, 5
Thursday,Dinner,Rainbow Sprinkles,Ounce,140, 7
Thursday,Dinner,Vanilla Soft Serve Ice Cream Mix,Cup,360, 13
Thursday,Dinner,Jalapeno Monterey Jack Cheese Slice,Slice,60, 5
Thursday,Dinner,Provolone Cheese Slice,Slice,70, 6
Thursday,Dinner,Sliced 0.75z Mild Cheddar Cheese,Slice,80, 7
Thursday,Dinner,Cooked & Crumbled Bacon,Ounce,160, 13
Thursday,Dinner,"Diced 3/8"" Bacon",1 Tbsp,60, 4.5
Thursday,Dinner,Grilled Chicken Breast Strip Fajita,Ounce,35, 1.5
Thursday,Dinner,Low Sodium Smoked Ham Slices,Ounce,30, 1
Thursday,Dinner,Oven Roasted Sliced Chicken,Ounce,null,null
Thursday,Dinner,Smoked Sliced Genoa Salami,Ounce,110, 9
Thursday,Dinner,Smoked Tempeh,Ounce,null,null
Thursday,Dinner,Tuna Salad,1z Portion,80, 7
Thursday,Dinner,Chicago-Style Hot Giardiniera,Fluid Oz,120, 12
Thursday,Dinner,Cucumber Slices,.25 cup,0, 0
Thursday,Dinner,Flat Leaf Spinach,Ounce,5, 0
Thursday,Dinner,Hamburger Sliced Dill Pickle Chip,Slice,0, 0
Thursday,Dinner,Mild Banana Pepper Ring,Ounce,5, 0
Thursday,Dinner,Shredded Iceberg Lettuce,Ounce,0, 0
Thursday,Dinner,Sliced Jalapeno Peppers,Tablespoon,0, 0
Thursday,Dinner,Sliced Red Onion,Ounce,10, 0
Thursday,Dinner,Tomatoes Sliced 1/4-inch,Pound,80, 1
Thursday,Dinner,Aged Balsamic Vinegar,Fluid Oz,40, 0
Thursday,Dinner,Black Pepper Grinder,Teaspoon,5, 0
Thursday,Dinner,Buttermilk Ranch Dressing,Ounce,130, 14
Thursday,Dinner,Chipotle Ranch Dressing,Fluid Oz,150, 16
Thursday,Dinner,Garlic Mayonnaise,1/2 oz,100, 10
Thursday,Dinner,Grinder Sea Salt,Gram,0, 0
Thursday,Dinner,Heavy Duty Mayonnaise,Tablespoon,100, 11
Thursday,Dinner,Mediterranean Extra Virgin Olive Oil,1 tbsp,120, 14
Thursday,Dinner,Plant Based Chipotle Ranch Dressing,2z Portion,180, 20
Thursday,Dinner,RedHot Buffalo Wing Sauce,Fluid Oz,0, 0
Thursday,Dinner,Vegan Mayonnaise,1 tbs,60, 7
Thursday,Dinner,Vinegar Red Wine,Fluid Oz,0, 0
Thursday,Dinner,Yellow Mustard,1 tsp,0, 0
Thursday,Dinner,Apple Gala,Apples,90, 0
Thursday,Dinner,Bananas,Banana,190, 0
Thursday,Dinner,Fresh Kiwi,Kiwi,60, 0
Thursday,Dinner,Oranges,Orange,100, 0
Thursday,Dinner,Pears,Each,null,null
Thursday,Dinner,American,Slice,70, 6
Thursday,Dinner,Angus Beef Frank,Frank,170, 16
Thursday,Dinner,Black Bean Burger,Patty,170, 5
Thursday,Dinner,Breaded Onion Tangler,3z portion,270, 17
Thursday,Dinner,Buns Hot Dog Bulk,Each,120, 1.5
Thursday,Dinner,Fried Eggs,Eggs,90, 7
Thursday,Dinner,Hamburger Bun,Buns,null,null
Thursday,Dinner,Hamburger Sliced Dill Pickle Chip,Slice,0, 0
Thursday,Dinner,Heavy Duty Mayonnaise,Tablespoon,100, 11
Thursday,Dinner,Homestyle Breaded Chicken Breast Fritter,Patty,230, 14
Thursday,Dinner,Natural Low Sodium Ketchup,Ounce,5, 0
Thursday,Dinner,Regular Cut Potato Fries,3z,110, 3.5
Thursday,Dinner,Sliced Red Onion,Ounce,10, 0
Thursday,Dinner,Smash Burger,Burgers,290, 23
Thursday,Dinner,Spicy Brown Mustard,Ounce,30, 0
Thursday,Dinner,Tomatoes,Ounce,5, 0
Thursday,Dinner,Yellow Mustard,1 tsp,0, 0
Thursday,Dinner,American Cheese Slice,Slice,50, 4.5
Thursday,Dinner,Jalapeno Monterey Jack Cheese Slice,Slice,60, 5
Thursday,Dinner,"Multigrain Bread 5/8"" Slice",Slice,null,null
Thursday,Dinner,Sliced 0.75z Mild Cheddar Cheese,Slice,80, 7
Thursday,Dinner,Sourdough Bread Slice,Slices,100, 1
Thursday,Dinner,"White Pullman Bread 0.5"" Slice",Slices,60, 0.5
Thursday,Dinner,Baked Sweet Potato,Potatoes,120, 1.5
Thursday,Dinner,Char-grilled Zucchini,2z Portion,80, 7
Thursday,Dinner,Garden Herb Chicken Breast,3.25z Tender,80, 0
Thursday,Dinner,Grilled Chicken Parmigiana,6.5z Portion,170, 6
Thursday,Dinner,Grilled Flank Steak Chimichurri,3z Portion,230, 17
Thursday,Dinner,High Protein Grain BleND,3z portion,190,null
Thursday,Dinner,Horseradish Roasted Vegetables,3z Portion,140, 9
Thursday,Dinner,Loaded Red Skin Mashed Potatoes,4z Portion,190, 12
Thursday,Dinner,Meatless Baked Ziti,6z portion,280, 16
Thursday,Dinner,8z Pizza Dough,8z,480, 4
Thursday,Dinner,Alfredo Sauce,Ounce,70, 6
Thursday,Dinner,Basil Pesto without Nuts,1 Flz Portion,140, 15
Thursday,Dinner,Grated Parmesan Cheese,Tablespoon,30, 2.5
Thursday,Dinner,Pepper Red Crushed,Teaspoon,0, 0
Thursday,Dinner,Seasoned Pizza Sauce with Oil,Ounce,15, 0
Thursday,Dinner,Shredded Mild Cheddar Cheese,Ounce,110, 9
Thursday,Dinner,Shredded Part-Skim Mozzarella Cheese,1z Portion,80, 6
Thursday,Dinner,Beef Meatball 0.5z,.5z meatball,45, 3.5
Thursday,Dinner,Chunk Italian Sausage,Ounce,90, 8
Thursday,Dinner,Grilled Chicken Breast Strip Fajita,Ounce,35, 1.5
Thursday,Dinner,Onion Sliced,Ounce,15, 0.5
Thursday,Dinner,Pepperoni Sliced,Slices,10, 1
Thursday,Dinner,Pineapple Tidbit in Unsweetened Juice,2 Ounce,30, 0
Thursday,Dinner,Plant based Sliced Italian Sausage,3 oz portion,170, 9
Thursday,Dinner,Sliced Jalapeno Peppers,Tablespoon,0, 0
Thursday,Dinner,Sliced Mushrooms,Tablespoon,0, 0
Thursday,Dinner,Sliced Spanish Black Ripe Olive,Tablespoon,25, 2
Thursday,Dinner,Tri Color Peppers,Portion,25, 1.5
Thursday,Dinner,"Water-Added Ham Diced 1/4""",Ounce,35, 1.5
Thursday,Dinner,Ancho Pulled Pork,2z Portion,80,null
Thursday,Dinner,Black Olive Slices,1z Portion,50, 3.5
Thursday,Dinner,Diced Onions,Ounce,10, 0
Thursday,Dinner,"Flour Tortilla 6""",6in tortilla,100, 3
Thursday,Dinner,Grilled Steak Strips,2z Portion,120, 6
Thursday,Dinner,House-made Guacamole,3z Portion,100, 9
Thursday,Dinner,Pico de Gallo,2z Portion,10, 0
Thursday,Dinner,Shredded Iceberg Lettuce,Ounce,0, 0
Thursday,Dinner,Sliced Jalapeno Peppers,Tablespoon,0, 0
Thursday,Dinner,Sour Cream 5lb,Tablespoon,30, 2.5
Thursday,Dinner,Spanish Rice,4z Portion,230, 1
Thursday,Dinner,Thick & Chuncky Mild Salsa,Ounce,10, 0
Thursday,Dinner,Vegetarian Black Beans,2z Portion,70, 1.5
Thursday,Dinner,"White Corn Tortilla 6""",6in Tortilla,60, 0.5
Thursday,Dinner,Broccoli Florets,Ounce,10, 0
Thursday,Dinner,Sauteed Sliced Mushrooms,1z Portion,15, 1
Thursday,Dinner,Tomato Cherry Red Halves,2 Halves,0, 0
Thursday,Dinner,Chunk Italian Sausage,Ounce,90, 8
Thursday,Dinner,Grilled Chicken Breast Strip Fajita,Ounce,35, 1.5
Thursday,Dinner,Shrimp,1 Shrimp,5, 0
Thursday,Dinner,Elbow Macaroni Pasta,4z Portion,220, 5
Thursday,Dinner,Penne Pasta,3z Portion,170, 4.5
Thursday,Dinner,Tri-Color Tortellini,4z Portion,280, 8
Thursday,Dinner,Alfredo Sauce,Ounce,70, 6
Thursday,Dinner,Basil Pesto Sauce,1/4 Cup,320, 34
Thursday,Dinner,Diavolo Sauce,2 Flz Portion,90, 8
Thursday,Dinner,Marinara Sauce,Ounce,15, 0.5
Thursday,Dinner,Balsamic Vinegar,Teaspoon,0, 0
Thursday,Dinner,Basil,Ounce,0, 0
Thursday,Dinner,Garlic Minced Prep,Ounce,35, 0
Thursday,Dinner,Grated Parmesan Cheese,Tablespoon,30, 2.5
Thursday,Dinner,Mediterranean Extra Virgin Olive Oil,1 tbsp,120, 14
Thursday,Dinner,Parsley Ital Fresh Clnd,Tablespoon,0, 0
Thursday,Dinner,Pepper Red Crushed,Teaspoon,0, 0
Thursday,Dinner,Shallots Minced Prep,Ounce,15, 0
Thursday,Dinner,Alfredo Sauce,Ounce,70, 6
Thursday,Dinner,Basil Pesto without Nuts,1 Flz Portion,140, 15
Thursday,Dinner,Cavatappi Pasta,1/2 Cup,220, 5
Thursday,Dinner,Garlic Bread Stick,Breadstick,150, 6
Thursday,Dinner,Italian Beef & Pork Cheese Meatball,Meatball,40, 3
Thursday,Dinner,Marinara Sauce,Ounce,15, 0.5
Thursday,Dinner,Plant based Sliced Italian Sausage,3 oz portion,170, 9
Thursday,Dinner,Rigate Penne Pasta,4z Portion,170, 1.5
Thursday,Dinner,Baked Sweet Potato,Potatoes,120, 1.5
Thursday,Dinner,Classic Vegan Kimchi,Ounce,10, 0
Thursday,Dinner,Firm Tofu,1/4 cup,60, 3
Thursday,Dinner,Flax Seed,Ounce,150, 12
Thursday,Dinner,High Protein Grain BleND,3z portion,190,null
Thursday,Dinner,Marinated Quarter Artichoke Heart,Ounce,15, 1
Thursday,Dinner,Marinated Tofu,4z Portion,110, 5
Thursday,Dinner,Nutritional Yeast,Gram,null,null
Thursday,Dinner,Organic Black Chia Seed,Ounce,140, 9
Thursday,Dinner,Roasted & Salted Sunflower Seeds,1 Tablespoon,90, 7
Thursday,Dinner,Salt & Peppercorn Roasted Cauliflower,Ounce,0, 0
Thursday,Dinner,Shredded Kale,Ounce,15, 0
Thursday,Dinner,Sliced Almonds,Tablespoon,90, 8
Thursday,Dinner,Walnuts Halves & Pieces,Tablespoon,50, 5
Thursday,Dinner,Black Beans,Ounce,25, 0
Thursday,Dinner,Carrots,Tablespoon,0, 0
Thursday,Dinner,Chopped Eggs,.5z Portion,25, 1.5
Thursday,Dinner,Classic Edamame,Tablespoon,15, 0.5
Thursday,Dinner,Crispy Fried French Onion,Ounce,160, 12
Thursday,Dinner,Cucumber Slices,Slices,0, 0
Thursday,Dinner,Diced Tomatoes,Ounce,0, 0
Thursday,Dinner,Feta Cheese Crumbles,Ounce,5, 0.5
Thursday,Dinner,Iceberg Salad Mix,1 cup portion,5, 0
Thursday,Dinner,Large Seasoned Crouton,Ounce,120, 4
Thursday,Dinner,Locally Grown Salad Greens,Ounce,0, 0
Thursday,Dinner,Low Sodium Garbanzo Beans,Ounce,30, 0
Thursday,Dinner,Mini Marshmallows,Ounce,90, 0
Thursday,Dinner,Shredded Mild Cheddar Cheese,Ounce,110, 9
Thursday,Dinner,Sliced Mushrooms,Tablespoon,0, 0
Thursday,Dinner,Sliced Red Onion,Ounce,10, 0
Thursday,Dinner,Spiced Pumpkin Seeds,Tablespoon,45, 3
Thursday,Dinner,Spinach,Ounce,5, 0
Thursday,Dinner,Tri Color Peppers,Portion,25, 1.5
Thursday,Dinner,Tuna,1/4 Cup,35, 0
Thursday,Dinner,Balsamic Vinaigrette Dressing in Bottle,Ounce,60, 4.5
Thursday,Dinner,Buttermilk Ranch Dressing,Ounce,130, 14
Thursday,Dinner,Country French Dressing,Ounce,120, 11
Thursday,Dinner,Creamy Caesar Dressing,Fluid Oz,140, 15
Thursday,Dinner,Fat Free Raspberry Vinaigrette Dressing,Fluid Oz,35, 0
Thursday,Dinner,Lite Ranch Dressing,Ounce,70, 7
Thursday,Dinner,Plant Based Ranch Dressing,2z Portion,210, 22
Thursday,Dinner,Creamy Tomato Soup,6 Flz,90, 1.5
Thursday,Dinner,Baby Carrots,3 Carrots,10, 0
Thursday,Dinner,Celery Sticks,Ounce,0, 0
Thursday,Dinner,Classic Quinoa & Lentil Salad,3z Portion,200, 9
Thursday,Dinner,Daiya Vegan Shredded Mozzarella Cheese,Ounce,80, 5
Thursday,Dinner,Fresh Avocado,Ounce,45, 4.5
Thursday,Dinner,Hummus with Tahini,1z Portion,70, 5
Thursday,Dinner,Kalamata Olive Hummus,1z Portion,70, 6
Thursday,Dinner,Raw Mediterranean Pita Chips,1 oz portion,70, 0.5
Thursday,Dinner,Roasted Garlic Hummus,1z Portion,70, 5
Thursday,Dinner,Roasted Red Pepper Hummus,1z Portion,60, 4
Thursday,Dinner,Steamed Long Grain Rice,4z Portion,530, 0
Thursday,Dinner,Sweet & Sour Tofu,6z Portion,150, 2
Thursday,Dinner,Broccoli Florets,4z Portion,35, 0
Thursday,Dinner,Blueberry Yogurt,Ounce,20, 0
Thursday,Dinner,Nature Valley Toasted Granola Oat,Ounce,130, 4.5
Thursday,Dinner,Plain Greek Yogurt,Ounce,15, 0
Thursday,Dinner,Small Curd Cottage Cheese,1/2 Cup,100, 5
Thursday,Dinner,Strawberry Yogurt,Ounce,20, 0
Thursday,Dinner,Vanilla Yogurt,Ounce,20, 0
Friday,Breakfast,Bar Kind Caramel Sea Salt Almond 1.4z,1.4z bar,200, 16
Friday,Breakfast,Bar Kind Crnbry Almond 12ct,1.4z bar,190, 13
Friday,Breakfast,Bar Kind Dk Choc Cherry Cashew 12ct,1.4z bar,170, 10
Friday,Breakfast,Bar Pure Protein Chewy Choc Chip 50g,Bar,null,null
Friday,Breakfast,Bar Pure Protein Choc Delux 50g,Bar,null,null
Friday,Breakfast,Bar Pure Protein Choc PB 50g,Bar,null,null
Friday,Breakfast,Bar Quest Birthday Cake 2.12z,2.12z bar,null,null
Friday,Breakfast,Bar Quest Cookies & Cream,2.12z bar,null,null
Friday,Breakfast,Beef Cup of Noodles,Pkg,null,null
Friday,Breakfast,Biscuit Belvita Blbry,Bar,230, 8
Friday,Breakfast,Biscuit Belvita Cinn & Brn Sugar 1.76z,1.76z bar,null,null
Friday,Breakfast,California Seedless Raisins,Ounce,80, 0
Friday,Breakfast,Cheerios Bowl,1ct,130, 2.5
Friday,Breakfast,Cheese Stick Colby Jack Sargento 1z,1z stick,60, 2.5
Friday,Breakfast,Cheese Stick Mild Cheddar Sargento 1z,1z stick,60, 2.5
Friday,Breakfast,Cheese Stick Pepper Jack,0.83z,50, 2
Friday,Breakfast,Cheez It,Ounce,130, 4.5
Friday,Breakfast,Chef's Salad,Salad,290, 19
Friday,Breakfast,Chip Pringles Cheezums,1.41z,210, 14
Friday,Breakfast,Chocolate Snack Pudding,3.5z Cup,110, 2.5
Friday,Breakfast,Cinnamon Graham Cracker Tiger Bites,1z,120, 4
Friday,Breakfast,Crunchmania Cinnamon Snack Bun,1.76z,210, 7
Friday,Breakfast,Frosted Blueberry Pop Tarts,2 Pop Tarts,370, 9
Friday,Breakfast,Frosted Brown Sugar Pop Tarts,2 Pop Tarts,0, 14
Friday,Breakfast,Frosted Flakes,Cup,320, 0
Friday,Breakfast,Frosted Strawberry Pop Tarts,8ct box,1480, 36
Friday,Breakfast,Fruit Rollups,0.5z,50, 1
Friday,Breakfast,Garden Salad,Salad,35, 0
Friday,Breakfast,Gourmet Chocolate Chunk Cookie,2.5z cookie,320, 14
Friday,Breakfast,Healthy Grain Dk Choc Chnk Kind Bar,1.4z Bar,170, 5
Friday,Breakfast,Heart Healthy Mix Planters 9.75z,9.75z,null,null
Friday,Breakfast,Ice Cream Mochi Cookie n Cream,1.5z,null,null
Friday,Breakfast,Ice Cream Mochi Dbl Choc,1.5z,null,null
Friday,Breakfast,Ice Cream Mochi Mango,1ct,null,null
Friday,Breakfast,Ice Cream Mochi Strbry,1.5z,null,null
Friday,Breakfast,Lucky Charms Bowl,Bowl,140, 1.5
Friday,Breakfast,Mandarin Orange in Juice Cup,4.5z,50, 0
Friday,Breakfast,Maruchan Cup of Noodles Chix 2.25z cup,2.25z,null,null
Friday,Breakfast,Mayonnaise Packet,12gm packet,80, 9
Friday,Breakfast,Milk Almond Silk Dk Choc,8z Cont.,null,null
Friday,Breakfast,Mini Oreo Cookie,Bags,190, 10
Friday,Breakfast,Mozzarella Cheese String,Each,80, 6
Friday,Breakfast,Mustard Pc,.2z Pkt,0, 0
Friday,Breakfast,Oat & Honey Nature Valley Granola Bar,1.5z bar,190, 7
Friday,Breakfast,Parm Garlic Hrb Pita Chips,1.5z bag,200, 7
Friday,Breakfast,Peanut Butter & Grape Jelly Uncrustable,2.6z sandw,290, 15
Friday,Breakfast,Peanut Butter & Strawberry Uncrustable,2.6z,290, 15
Friday,Breakfast,Plant Based Nut Free Queso Style Dip,1.75z,null,null
Friday,Breakfast,Popcorn Micro Butter-Flavor,3.3z,380, 17
Friday,Breakfast,Powerade Fruit Punch,20z Bottle,null,null
Friday,Breakfast,Powerade Mountain Berry Blast,20z Bottle,170,null
Friday,Breakfast,Powerade Orange,20z Bottle,null,null
Friday,Breakfast,Powerade Zero Grape,20z Bottle,null,null
Friday,Breakfast,Powerade Zero Mixed Berry,20z,null,null
Friday,Breakfast,Pringles Original Potato Chip,1.3z Pkg,200, 12
Friday,Breakfast,Pringles Sour Cream & Onion Chip,1.41z,210, 14
Friday,Breakfast,Raisin Bran,Cup,240, 1.5
Friday,Breakfast,Regular Lays Chips,1z Bag,160, 10
Friday,Breakfast,Regular Ruffles Chips,1z bag,160, 10
Friday,Breakfast,Shrimp Cup of Noodles,2.25z,null,null
Friday,Breakfast,Sliced Apple Pc,2.4z,35, 0
Friday,Breakfast,Smoothie Bolthouse Farm Berry Boost,Bottle,null,null
Friday,Breakfast,Smoothie Bolthouse Farm C-Boost,Bottle,null,null
Friday,Breakfast,Smoothie Bolthouse Farm Green Goodness,Bottle,null,null
Friday,Breakfast,Smoothie Bolthouse Farm Strb Banana,Bottle,null,null
Friday,Breakfast,S'more Frosted Pop Tart,6ct,1110, 27
Friday,Breakfast,Special K Chocolate PB Protein Bar,1.59z bar,90, 4
Friday,Breakfast,Sugar Pearl Belgian Waffle,1ct,290, 14
Friday,Breakfast,Sunflower Seed Snack,5.25z,null,null
Friday,Breakfast,Triple Zero Vanilla Yogurt,5.3z Container,150, 0
Friday,Breakfast,Tuna Kit Lunch 4.1z Starkist,4.1z,null,null
Friday,Breakfast,Vanilla Snack Pudding,3.5z Cup,110, 2.5
Friday,Breakfast,2% Chocolate Milk BIB,1 Cup,170, 5
Friday,Breakfast,2% Milk BIB,8 flz,120, 5
